Cell_lines,CIDs,IC50,Average_IC50,Tissue,logIC50
NCIH838,CIDs46244453,"[0.8579, 0.9133, 0.9902, 1.071, 1.15]",0.99648,lung,0.0015314134479925
NCIH838,CIDs46836568,"[0.02246, 0.1355, 0.9641, 5.336]",1.6145200000000002,lung,-0.2080434292453076
NCIH838,CIDs49846579,[0.02065],0.02065,lung,1.68507994400758
NCIH838,CIDs56673688,[1.061],1.061,lung,-0.0257153839013406
NCIH838,CIDs58423153,[0.04966],0.04966,lung,1.3039932847814544
NCIH838,CIDs70685869,[2.309],2.309,lung,-0.3634239329171764
RKO,CIDs00104842,[0.00172],0.00172,large intestine,2.764471553092452
RKO,CIDs00447654,"[0.5509, 0.7051]",0.628,large intestine,0.2020403562628038
RKO,CIDs03081361,"[0.02863, 0.05643, 1.067]",0.38402,large intestine,0.4156461567172326
RKO,CIDs10302451,[14.95],14.95,large intestine,-1.1746411926604483
RKO,CIDs11152667,[1.519],1.519,large intestine,-0.1815577738627864
RKO,CIDs11519784,"[0.2022, 0.2224]",0.2123,large intestine,0.6730500058340012
RKO,CIDs11640390,"[3.288, 9.778, 298.2]",103.75533,large intestine,-2.016010416035997
RKO,CIDs16659841,[5.368],5.367999999999999,large intestine,-0.7298125071609356
RKO,CIDs17755052,"[1.312, 1.454, 1.541, 1.608]",1.47875,large intestine,-0.1698947576359868
RKO,CIDs23725625,[8.37],8.37,large intestine,-0.92272545799326
RKO,CIDs24964624,[1.629],1.629,large intestine,-0.2119210843085094
RKO,CIDs24998177,[0.08635],0.08635,large intestine,1.0637376580965223
RKO,CIDs25071599,[0.5294],0.5294,large intestine,0.2762160630346706
RKO,CIDs25227436,[0.4843],0.4843,large intestine,0.3148855309534606
RKO,CIDs25262792,"[0.5538, 0.5631]",0.55845,large intestine,0.2530157047259265
RKO,CIDs42611257,"[0.01872, 0.02807]",0.02339,large intestine,1.630969778190847
RKO,CIDs44137675,"[3.444, 9.432, 10.31]",7.72867,large intestine,-0.8881047641178497
RKO,CIDs44199317,"[1.238, 21.94]",11.589,large intestine,-1.0640459628644827
RKO,CIDs44381568,"[1.628, 5.183]",3.4055,large intestine,-0.5321808846186276
RKO,CIDs45381890,"[3.166, 3.471, 3.623, 10.07]",5.0825,large intestine,-0.7060773873100762
RKO,CIDs46244173,[2.707],2.707,large intestine,-0.4324882557705064
RKO,CIDs46244453,"[0.7714, 0.8876]",0.8295,large intestine,0.0811836096396204
RKO,CIDs56673688,"[1.808, 2.099, 2.108, 2.161, 2.418]",2.1188,large intestine,-0.3260899642635601
RKO,CIDs70685869,[0.3136],0.3136,large intestine,0.5036239459875992
RKO,CIDs76321032,"[0.007745, 0.007992, 0.008249, 0.008591]",0.00814,large intestine,2.0893755951108
RKO,CIDs90667118,[0.6633],0.6633,large intestine,0.1782900027016236
RT4,CIDs00005311,[0.8878],0.8878,urinary tract,0.0516848593106521
RT4,CIDs00005515,[0.006866],0.00687,urinary tract,2.163043262940449
RT4,CIDs06442177,[0.2079],0.2079,urinary tract,0.6821455106685308
RT4,CIDs09933475,[0.9372],0.9372,urinary tract,0.0281677200750748
RT4,CIDs11152667,[0.2706],0.2706,urinary tract,0.5676722077383958
RT4,CIDs11375205,[1.391],1.391,urinary tract,-0.1433271299920464
RT4,CIDs11556711,[0.00374],0.00374,urinary tract,2.42712839779952
RT4,CIDs11656518,[1.48],1.48,urinary tract,-0.1702617153949573
RT4,CIDs11955716,[0.2625],0.2625,urinary tract,0.5808706922580243
RT4,CIDs16659841,[1.586],1.586,urinary tract,-0.2003031829815848
RT4,CIDs17754438,[0.1029],0.1029,urinary tract,0.9875846252375672
RT4,CIDs23725625,[0.5079],0.5079,urinary tract,0.2942217871714023
RT4,CIDs24978538,[138.1],138.1,urinary tract,-2.140193678578631
RT4,CIDs25227436,[0.01837],0.0183699999999999,urinary tract,1.7358908436941918
RT4,CIDs44381568,[1.084],1.084,urinary tract,-0.0350292822023681
RT4,CIDs51039095,"[0.07618, 0.2245, 0.229, 0.2365, 0.2374, 0.2379, 0.2395, 0.2436, 0.2443, 0.254, 0.2613, 0.2641, 0.268, 0.2752, 0.2774, 0.2822, 0.2824, 0.2865, 0.296, 0.2998, 0.3257, 0.3363, 0.3834, 0.3974, 0.4582]",0.2766699999999999,urinary tract,0.5580379299114718
RT4,CIDs56953069,[0.5497],0.5497,urinary tract,0.2598742630342695
RT4,CIDs58423153,[0.1568],0.1568,urinary tract,0.8046539416515803
RT4,CIDs72793174,[38.67],38.67,urinary tract,-1.5873741720730654
SNU16,CIDs00001805,[0.5877],0.5877,stomach,0.2308443092856012
SNU16,CIDs00002719,[1.495],1.495,stomach,-0.1746411926604484
SNU16,CIDs00005311,[0.6456],0.6456,stomach,0.190036478285986
SNU16,CIDs00005515,[0.002622],0.00262,stomach,2.5816987086802548
SNU16,CIDs06442177,[0.09012],0.09012,stomach,1.0451788169482068
SNU16,CIDs09933475,[0.1344],0.1344,stomach,0.8716007312821936
SNU16,CIDs11152667,[0.1464],0.1464,stomach,0.8344589232776269
SNU16,CIDs11375205,[0.9402],0.9402,stomach,0.0267797531477662
SNU16,CIDs11556711,[0.001657],0.00166,stomach,2.779891911959945
SNU16,CIDs11656518,[2.278],2.278,stomach,-0.3575537197430816
SNU16,CIDs16659841,[0.05548],0.0554799999999999,stomach,1.2558635475987527
SNU16,CIDs16719221,[0.5923],0.5923,stomach,0.2274582673590564
SNU16,CIDs17754438,[0.2489],0.2489,stomach,0.6039751033914068
SNU16,CIDs23725625,[10.12],10.12,stomach,-1.0051805125037805
SNU16,CIDs25033539,[0.4605],0.4605,stomach,0.3367703654671322
SNU16,CIDs25227436,[1.098],1.098,stomach,-0.040602340114073
SNU16,CIDs25262792,[0.578],0.578,stomach,0.2380721615794709
SNU16,CIDs44381568,[0.1845],0.1845,stomach,0.7340036295049208
SNU16,CIDs46244453,[1.715],1.715,stomach,-0.2342641243787893
SNU16,CIDs51039095,"[0.003804, 0.003938, 0.004009, 0.004028, 0.004065, 0.004191, 0.004207, 0.005433, 0.006391, 0.007557, 0.008589, 0.01361, 0.01806, 0.01846, 0.02843, 0.03029, 0.06167, 0.08415]",0.0172699999999999,stomach,1.7627076624325413
SNU16,CIDs56677003,[2.627],2.627,stomach,-0.4194600727860702
SNU16,CIDs56953069,[0.8749],0.8749,stomach,0.0580415834691863
SNU16,CIDs58423153,[1.394],1.394,stomach,-0.1442627737619906
SNU16,CIDs72793174,[0.3726],0.3726,stomach,0.4287571494397762
SW48,CIDs00003385,"[1.178, 3.172, 29.54]",11.29667,large intestine,-1.0529504422659657
SW48,CIDs00447654,"[0.3043, 0.3284, 0.3587, 0.5074]",0.3747,large intestine,0.4263163069062021
SW48,CIDs11375205,"[0.01768, 0.0179, 0.01805, 0.01883]",0.01811,large intestine,1.7420815496859416
SW48,CIDs11519784,"[0.09193, 0.09939, 0.1004]",0.09724,large intestine,1.012155049828702
SW48,CIDs11640390,"[0.2042, 0.2491, 0.254, 0.3134, 0.5615]",0.31644,large intestine,0.4997086241589409
SW48,CIDs23725625,"[4.33, 10.59, 27.86, 972.6]",253.845,large intestine,-2.404568613500737
SW48,CIDs25071599,"[0.2789, 0.3349, 0.4253]",0.3463699999999999,large intestine,0.4604597303921948
SW48,CIDs25227436,"[1.522, 3.98]",2.7510000000000003,large intestine,-0.4394905903896836
SW48,CIDs25262792,"[0.02774, 0.03264, 0.2474]",0.10259,large intestine,0.98889497018402
SW48,CIDs42611257,"[0.1644, 0.6626]",0.4135,large intestine,0.3835244861114345
SW48,CIDs44137675,"[0.2268, 3.254, 5.125, 8.258, 12.2]",5.81276,large intestine,-0.7643823919693952
SW48,CIDs44199317,"[6.54, 7.325, 117.7]",43.855,large intestine,-1.6420191153444257
SW48,CIDs45381890,"[0.06907, 0.079, 0.08498, 0.08566, 0.1024]",0.08422,large intestine,1.0745847629157537
SW48,CIDs46244173,"[1.299, 1.439, 1.547]",1.42833,large intestine,-0.1548285580156602
SW48,CIDs56673688,"[0.1897, 0.1981, 0.2171, 0.2807, 0.3399]",0.2451,large intestine,0.610656688747922
SW48,CIDs56946894,"[0.001253, 0.001321, 0.001365, 0.001388]",0.00133,large intestine,2.8761483590329133
SW48,CIDs56973724,[0.6066],0.6066,large intestine,0.2170975940253552
SW48,CIDs70685869,"[1.102, 1.31, 1.329]",1.247,large intestine,-0.0958664534785426
SW48,CIDs76321032,"[0.001686, 0.001724, 0.00185, 0.001899, 0.001941, 0.001953, 0.002013, 0.002016, 0.002025, 0.002051, 0.002067, 0.002077, 0.002111, 0.002123, 0.002184, 0.002244, 0.002286, 0.002324, 0.002434, 0.002446, 0.00263, 0.003522]",0.00216,large intestine,2.665546248849069
SW620,CIDs00003385,[0.5414],0.5414,large intestine,0.2664817485655124
SW620,CIDs00447654,"[0.1851, 3.193, 75.45]",26.27603,large intestine,-1.4195597490408651
SW620,CIDs03081361,"[0.09115, 0.2805, 15.31]",5.22722,large intestine,-0.7182707787997547
SW620,CIDs10302451,"[5.353, 40.16]",22.7565,large intestine,-1.3571054674078882
SW620,CIDs11375205,"[0.1168, 0.9843]",0.55055,large intestine,0.2592032330264375
SW620,CIDs11519784,"[1.204, 15.87]",8.537,large intestine,-0.9313052814216732
SW620,CIDs11640390,"[0.005929, 0.05133, 0.05827]",0.03851,large intestine,1.4144264813772691
SW620,CIDs17755052,"[0.4321, 0.884, 1.546]",0.95403,large intestine,0.0204379684514547
SW620,CIDs23725625,"[0.07851, 0.1849]",0.13171,large intestine,0.8803812502474253
SW620,CIDs24964624,[0.09025],0.09025,large intestine,1.0445527894223046
SW620,CIDs25071599,"[0.3395, 0.3847, 0.944]",0.55607,large intestine,0.2548705344967445
SW620,CIDs25262792,"[1.054, 4.711]",2.8825,large intestine,-0.4597693159667366
SW620,CIDs42611257,[0.03586],0.03586,large intestine,1.445389714773836
SW620,CIDs44137675,"[0.01459, 0.09822, 2.796]",0.9696,large intestine,0.013407393177789
SW620,CIDs44199317,"[0.6395, 8.984]",4.81175,large intestine,-0.682303054985147
SW620,CIDs45381890,"[0.1814, 0.2053, 1.103, 1.423, 2.424]",1.06734,large intestine,-0.0283027855002554
SW620,CIDs46244173,"[2.257, 2.451, 2.465]",2.391,large intestine,-0.3785795761157748
SW620,CIDs56673688,"[1.257, 1.272, 1.331]",1.28667,large intestine,-0.1094671750658732
SW620,CIDs56946894,"[0.005522, 0.006198, 0.006477, 0.006922, 0.007224]",0.00647,large intestine,2.1890957193312994
SW620,CIDs76321032,"[0.004092, 0.004236, 0.004371, 0.004515, 0.004686, 0.004699, 0.004701, 0.004732, 0.004754, 0.004848, 0.004927, 0.005007, 0.005075, 0.005111, 0.005141, 0.005189, 0.005226, 0.005232, 0.005428, 0.005534, 0.005717, 0.005798]",0.00496,large intestine,2.3045183235098023
SW620,CIDs90667118,[0.7846],0.7846,large intestine,0.1053516962064829
SW780,CIDs00001805,[0.8836],0.8836,urinary tract,0.0537442928006026
SW780,CIDs00002719,[1.073],1.073,urinary tract,-0.030599721965951
SW780,CIDs00005515,"[0.0001565, 0.002456, 0.004337, 0.004481]",0.00286,urinary tract,2.543633966870957
SW780,CIDs10302451,[1.333],1.3330000000000002,urinary tract,-0.1248301494138592
SW780,CIDs11556711,[0.01574],0.01574,urinary tract,1.8029952719769544
SW780,CIDs11656518,[0.1901],0.1901,urinary tract,0.7210178831345568
SW780,CIDs15953870,"[0.0009246, 0.02169, 0.03085, 0.04401, 0.05924, 0.08666, 0.1343]",0.05395,urinary tract,1.2680085509810706
SW780,CIDs16719221,[0.6058],0.6058,urinary tract,0.217670731003163
SW780,CIDs17754438,[0.01737],0.01737,urinary tract,1.7602001815529014
SW780,CIDs23725625,"[0.01187, 0.07121, 0.09202, 0.3558, 1.407, 2.411, 2.815, 3.687, 14.02]",2.76343,urinary tract,-0.4414484680135904
SW780,CIDs24978538,[0.9487],0.9487,urinary tract,0.0228710994193177
SW780,CIDs44381568,[0.3847],0.3847,urinary tract,0.4148778136931845
SW780,CIDs56677003,[2.361],2.361,urinary tract,-0.3730959870787269
SW780,CIDs56953069,[0.2889],0.2889,urinary tract,0.539252458155803
SW837,CIDs00104842,"[0.002041, 0.002102, 0.003454]",0.00253,large intestine,2.5968794788241816
SW837,CIDs00447654,"[2.253, 2.541, 4.068]",2.954,large intestine,-0.4704104909759306
SW837,CIDs11375205,"[0.02757, 3.823]",1.92528,large intestine,-0.284493899357234
SW837,CIDs11519784,"[0.4432, 0.6652, 0.7196]",0.60933,large intestine,0.2151474391187304
SW837,CIDs11640390,"[0.5586, 1.576, 1.6, 2.855, 6.288]",2.57552,large intestine,-0.4108649267096722
SW837,CIDs15953870,"[1.994, 20.6]",11.297,large intestine,-1.0529631287555032
SW837,CIDs17755052,"[0.2996, 0.3839, 0.4327, 0.5097, 0.5275, 0.6544]",0.46797,large intestine,0.3297819872080678
SW837,CIDs23725625,"[1.857, 1.867, 2.179]",1.96767,large intestine,-0.2939522642191573
SW837,CIDs25071599,"[0.248, 0.2611, 0.3067]",0.27193,large intestine,0.565542877312302
SW837,CIDs25227436,[0.9756],0.9756,large intestine,0.0107282083583069
SW837,CIDs25262792,"[0.7765, 0.8293]",0.8029,large intestine,0.0953385420844755
SW837,CIDs42611257,"[0.005422, 0.07456, 0.2096, 0.8889]",0.29462,large intestine,0.5307377748225981
SW837,CIDs44137675,"[0.693, 0.8743, 1.093]",0.8867700000000001,large intestine,0.0521890077709476
SW837,CIDs44199317,"[2.562, 3.663, 15.88]",7.36833,large intestine,-0.8673690680532957
SW837,CIDs44381568,[0.001098],0.0011,large intestine,2.958607314841774
SW837,CIDs45381890,"[0.8203, 0.8712, 1.116, 1.347, 1.818]",1.1945,large intestine,-0.0771861540858966
SW837,CIDs46244173,[1.295],1.295,large intestine,-0.1122697684172706
SW837,CIDs56673688,"[1.707, 2.186, 2.818, 12.68, 25.01]",8.8802,large intestine,-0.9484227470757016
SW837,CIDs56946894,[0.01312],0.01312,large intestine,1.8820661649603585
SW837,CIDs70685869,[2.444],2.444,large intestine,-0.3881012015705166
SW837,CIDs76321032,"[0.003989, 0.004226, 0.004372, 0.004742, 0.004776, 0.004784, 0.004791, 0.004825, 0.004857, 0.005054, 0.00508, 0.00509, 0.005112, 0.005197, 0.005306]",0.00481,large intestine,2.317854923626168
SW900,CIDs00001690,"[0.01714, 0.01787, 0.01838, 0.02106]",0.0186099999999999,lung,1.7302536268692332
SW900,CIDs00064780,[0.0008443],0.00084,lung,3.0757207139381184
SW900,CIDs00123631,"[0.1477, 0.2132, 0.3496, 0.4952]",0.3014199999999999,lung,0.5208279344982748
SW900,CIDs03081361,[0.985],0.985,lung,0.0065637695023882
SW900,CIDs11152667,"[0.21, 0.2235, 0.2296, 0.237, 0.2577, 0.267, 0.2994]",0.24631,lung,0.6085179557749539
SW900,CIDs11213558,[2.457],2.457,lung,-0.3904051564800809
SW900,CIDs11327430,"[1.222, 1.28, 1.346, 8.723]",3.14275,lung,-0.497309835061876
SW900,CIDs11375205,[0.1942],0.1942,lung,0.7117507744280139
SW900,CIDs11707110,"[0.01168, 0.01646]",0.01407,lung,1.8517059025652545
SW900,CIDs23725625,[0.6116],0.6116,lung,0.2135325232597174
SW900,CIDs24964624,[0.5565],0.5565,lung,0.2545348313292729
SW900,CIDs25227436,[0.324],0.324,lung,0.4894549897933879
SW900,CIDs25262792,"[0.4344, 0.5792, 0.6929]",0.5688300000000001,lung,0.2450175070552208
SW900,CIDs44137675,"[0.7216, 116.2]",58.4608,lung,-1.7668647541142724
SW900,CIDs46244453,"[1.008, 1.093, 1.881]",1.32733,lung,-0.1229789103262556
SW900,CIDs46836568,"[0.02271, 0.02581, 0.02823, 0.04338, 0.053, 0.06527, 0.08373]",0.04602,lung,1.3370533856673754
SW900,CIDs49846579,"[0.1932, 0.2838, 0.851, 0.875, 3.325]",1.1056,lung,-0.0435980300301231
SW900,CIDs56673688,[0.994],0.994,lung,0.0026136156026866
SW900,CIDs58423153,[1.148],1.148,lung,-0.0599418880619546
SW948,CIDs00003385,[0.103],0.103,large intestine,0.9871627752948278
SW948,CIDs00104842,"[0.001962, 0.002468, 0.002737]",0.0023899999999999,large intestine,2.6216020990518625
SW948,CIDs00447654,"[0.948, 1.01, 1.188, 1.209]",1.08875,large intestine,-0.0369281680157196
SW948,CIDs03081361,"[0.3388, 0.6357, 1.052, 5.989, 592.6]",120.1231,large intestine,-2.079626531448369
SW948,CIDs11519784,"[0.529, 0.5458, 0.5511]",0.54197,large intestine,0.2660247525668658
SW948,CIDs11640390,"[0.4725, 0.8533, 1.512, 1.961, 3.94]",1.7477599999999998,large intestine,-0.242481795671533
SW948,CIDs17755052,"[0.2583, 0.282, 0.3453, 0.3594]",0.31125,large intestine,0.5068906398962072
SW948,CIDs23725625,"[3.609, 4.031, 8.697]",5.44567,large intestine,-0.736051320161979
SW948,CIDs25071599,"[0.2866, 0.3686, 0.3852]",0.3468,large intestine,0.4599209111958274
SW948,CIDs25227436,"[0.02028, 0.07829]",0.04928,large intestine,1.3073293008436309
SW948,CIDs25262792,[0.1994],0.1994,large intestine,0.7002748460243631
SW948,CIDs42611257,"[0.1688, 0.2779]",0.22335,large intestine,0.6510140431921426
SW948,CIDs44137675,"[0.2402, 0.542, 3.873]",1.5517299999999998,large intestine,-0.1908161565413312
SW948,CIDs44199317,[3.015],3.015,large intestine,-0.4792873164761701
SW948,CIDs44381568,"[0.1414, 0.3427, 0.4731]",0.3190699999999999,large intestine,0.4961140276678015
SW948,CIDs45381890,"[0.1722, 0.2082, 0.235, 0.2474, 0.2731]",0.22718,large intestine,0.6436299047918372
SW948,CIDs46244173,"[1.453, 1.601]",1.527,large intestine,-0.1838390370564212
SW948,CIDs56673688,"[0.6249, 0.7952, 0.9362, 1.198]",0.8885799999999999,large intestine,0.0513034660078055
SW948,CIDs56946894,[0.01149],0.01149,large intestine,1.9396799713117148
SW948,CIDs56973724,[1.298],1.298,large intestine,-0.1132746924643504
SW948,CIDs70685869,[0.02221],0.02221,large intestine,1.653451441451526
SW948,CIDs76321032,"[0.007175, 0.007194, 0.007271, 0.007461, 0.007881, 0.007939, 0.007993, 0.008469, 0.008719, 0.008825, 0.009376, 0.009411, 0.01045, 0.01105, 0.01177, 0.01466, 0.01641, 0.02555]",0.01042,large intestine,1.9821322810364943
SW948,CIDs90667118,"[0.2592, 0.388]",0.3236,large intestine,0.4899914870597653
T24,CIDs00005515,"[0.01439, 0.0167]",0.01554,urinary tract,1.8085489855351045
T24,CIDs23725625,"[1.201, 1.516, 2.409, 2.502, 4.201, 4.462, 5.419, 6.274, 6.469, 7.077, 7.569, 10.36]",4.95492,urinary tract,-0.6950366469466164
T47D,CIDs00001805,"[0.02863, 0.03363, 0.05669, 0.2385, 4.526]",0.97669,breast,0.0102432588534056
T47D,CIDs00004261,"[0.0069, 0.3152, 0.3309, 3.763]",1.104,breast,-0.0429690733931801
T47D,CIDs00005311,"[0.005639, 0.03663, 0.06827]",0.03685,breast,1.4335625078049297
T47D,CIDs00093860,"[0.00115, 0.001215, 0.002089, 0.002518, 0.002759, 0.00289, 0.003728, 0.003756, 0.004134, 0.004226]",0.00285,breast,2.5451551399914902
T47D,CIDs00123631,"[0.0117, 0.03751, 0.0616, 0.06324, 0.08339, 0.09058, 0.09517, 0.1053, 0.1117, 0.114, 0.1328, 0.1421, 0.1592, 0.1675, 0.1792, 0.1812, 0.1858, 0.2312, 0.2626, 0.2962, 0.3015, 0.3152, 0.3321, 0.3604, 0.3951, 0.4927, 0.8228, 0.8593, 0.9627, 1.109, 17.51]",0.8442799999999999,breast,0.073513498530305
T47D,CIDs00148177,"[0.07796, 0.2558]",0.16688,breast,0.7775957089175444
T47D,CIDs00148191,"[0.003617, 0.003945, 0.004065, 0.00412, 0.004173, 0.004433, 0.004576, 0.005032, 0.00534, 0.005577]",0.00449,breast,2.3477536589966768
T47D,CIDs00148195,"[0.1866, 0.2715, 0.2848, 0.3121, 0.3533, 0.3967]",0.30083,breast,0.5216788562958503
T47D,CIDs00176166,"[0.009945, 0.1201]",0.06502,breast,1.186953034839892
T47D,CIDs10126189,"[0.008012, 0.01282, 0.01369, 0.01427, 0.01446, 0.01634, 0.0168, 0.01748, 0.01779, 0.01793]",0.01496,breast,1.8250684064715568
T47D,CIDs10127622,"[0.009685, 0.02089, 0.02769, 0.03025, 0.03088, 0.03772, 0.04194, 0.04304, 0.04541, 0.04991, 0.05543, 0.05828, 0.05973, 0.06077, 0.06674, 0.06956, 0.07025, 0.07069, 0.08676, 0.09124, 0.09262, 0.1007, 0.1154, 0.1354, 0.1655, 0.2282, 0.2432, 0.2559, 0.4566, 1.474]",0.14315,breast,0.8442086476423826
T47D,CIDs11152667,"[0.2958, 0.3048, 0.341, 0.4283, 0.5445, 0.7683, 0.8945, 1.066, 1.382, 1.43, 1.433, 1.84, 2.627]",1.02732,breast,-0.0117057430981671
T47D,CIDs11167602,"[0.002907, 0.09141, 0.1626, 0.1681, 0.2116, 0.5579, 0.6538]",0.26405,breast,0.5783138281754864
T47D,CIDs11375205,"[0.006351, 0.01549, 0.01565, 0.01752, 0.01758, 0.02172, 0.02508, 0.02884, 0.03193, 0.03201, 0.03447, 0.03642, 0.03651, 0.03685, 0.03955, 0.04323, 0.04441, 0.05188, 0.05293, 0.05441, 0.05721, 0.06544, 0.06872, 0.07529, 0.09264, 0.1047, 0.113, 0.1172, 0.1464, 0.2649, 2.292, 2.506, 6.388]",0.39195,breast,0.4067693312169931
T47D,CIDs11494412,"[0.2131, 0.294, 0.299, 0.3084, 0.3218, 0.4187, 0.4719]",0.33241,breast,0.4783259196668278
T47D,CIDs11520894,"[0.002746, 0.002753, 0.002809, 0.002919, 0.003149, 0.003229, 0.003235, 0.003519, 0.004625, 0.005151]",0.00341,breast,2.4672456210075024
T47D,CIDs11556711,"[0.004637, 0.004739, 0.004771, 0.004878, 0.005475, 0.005804, 0.00752, 0.007971, 0.008072]",0.00599,breast,2.2225731776106885
T47D,CIDs11597571,"[0.2298, 0.3109, 0.3197, 0.3207, 0.325, 0.4612, 5.678]",1.09219,breast,-0.0382981958538912
T47D,CIDs11625818,"[0.3304, 0.7093, 5.151]",2.06357,breast,-0.3146192055120079
T47D,CIDs11656518,"[0.07043, 0.08336, 0.1412, 0.1483, 0.2849, 0.4649]",0.19885,breast,0.7014744046780008
T47D,CIDs11717001,"[0.008986, 0.01302, 0.02308, 0.08612, 0.4384, 47.3]",7.978269999999997,breast,-0.9019087295829894
T47D,CIDs11955716,"[0.05497, 0.05773, 0.06183, 0.06198, 0.06273, 0.06392, 0.06514, 0.06746, 0.06951, 0.07499]",0.0640299999999999,breast,1.1936164981758324
T47D,CIDs16659841,"[0.004393, 0.005017, 0.08895, 0.182, 0.1948, 0.2203, 0.2439, 0.258, 0.295, 0.2975, 0.3005, 0.3046, 0.3385, 0.3442, 0.3505, 0.363, 0.3797, 0.3847, 0.4324, 0.6281, 0.8025, 1.063, 1.125, 2.455]",0.4609,breast,0.3363932918754797
T47D,CIDs16719221,"[0.03717, 0.06264, 0.06888, 0.07625, 0.1177, 0.1262, 0.1263, 0.2045, 1.34]",0.2399599999999999,breast,0.6198611467345827
T47D,CIDs16720766,"[0.2051, 0.2261, 0.2372, 0.2553, 0.2735, 0.3342, 0.3361, 0.7121, 0.7627]",0.37137,breast,0.4301931823428469
T47D,CIDs17754438,"[0.008717, 0.01374, 0.2428, 0.347, 0.4095]",0.20435,breast,0.6896253579523878
T47D,CIDs23725625,"[0.003137, 0.007239, 0.008892, 0.03544, 0.04028, 0.04521, 0.06126, 0.06544, 0.07044, 0.07779, 0.08547, 0.08724, 0.0881, 0.1188, 0.1372, 0.1541, 0.1579, 0.1895, 0.2145, 0.3161, 0.3367, 123.1]",5.70003,breast,-0.7558771414269073
T47D,CIDs24856436,"[0.3012, 0.3081, 0.3284, 0.3733, 0.787, 1.603]",0.61683,breast,0.2098345121983148
T47D,CIDs24964624,"[0.0126, 0.01604, 0.01687, 0.02421, 0.02463, 0.02962, 0.02967, 0.02987, 0.03159, 0.03342, 0.04829, 0.05049, 0.05098, 0.05431, 0.05528, 0.06308, 0.07974, 0.08222]",0.04072,breast,1.3901922306712975
T47D,CIDs24978538,[0.4523],0.4523,breast,0.3445734122540814
T47D,CIDs25033539,"[0.0205, 0.02124, 0.02954, 0.03103, 0.03121, 0.0324, 0.06858, 0.3471]",0.0727,breast,1.138465589140962
T47D,CIDs25194865,"[0.03929, 0.04155, 0.04569, 0.05284, 0.06421, 0.07349, 0.08409, 0.09532, 0.1046]",0.06679,breast,1.1752885565352658
T47D,CIDs45375953,"[0.2878, 0.2939, 0.3116, 0.3135, 0.3632, 1.365, 3.95]",0.98357,breast,0.0071947262053336
T47D,CIDs46930996,"[0.273, 0.3228, 0.3649, 0.4169, 0.4552, 0.6005, 0.9024, 1.078]",0.55171,breast,0.2582891441817201
T47D,CIDs49800198,"[0.007549, 0.007865, 0.01062]",0.00868,breast,2.061480274823508
T47D,CIDs49867926,[0.3626],0.3626,breast,0.4405722002405102
T47D,CIDs49867930,"[0.04601, 0.06599, 0.06898, 0.09574, 0.1621]",0.08776,breast,1.0567033854333452
T47D,CIDs51039095,"[0.001129, 0.009172, 0.009675, 0.01142, 0.03159, 0.0431, 0.06079, 0.06354, 0.1666, 0.2595, 0.3147, 0.3417, 0.4115, 0.4199, 0.4817, 0.517, 0.6566, 0.7238, 0.9031, 1.639, 3.096]",0.48388,breast,0.3152623280239253
T47D,CIDs56946894,"[0.007432, 0.007511, 0.008319]",0.00775,breast,2.11069829749369
T47D,CIDs70685869,"[0.3139, 0.981]",0.64745,breast,0.188793764795042
TCCSUP,CIDs00005515,"[0.0003207, 0.001946]",0.00113,urinary tract,2.94692155651658
TCCSUP,CIDs23725625,"[0.6238, 1.017, 1.06, 1.222, 1.483, 1.818, 2.068, 2.146, 2.413, 4.966, 7.32, 43.37, 50.89]",9.26129,urinary tract,-0.9666714835352918
UACC812,CIDs00001805,"[0.00561, 0.09359, 0.12, 0.188, 0.2891, 0.2935, 0.3479, 4.466, 5.564]",1.26308,breast,-0.1014308584399297
UACC812,CIDs00002719,"[0.02918, 0.05305, 0.06076, 0.09487, 0.132, 0.1782, 0.3147, 0.3548, 0.3744, 0.5853]",0.21773,breast,0.6620817274273267
UACC812,CIDs00004261,"[0.3164, 0.4288, 0.4316, 0.4837, 0.5694, 0.6474, 0.8975, 3.919]",0.96172,breast,0.0169513522399318
UACC812,CIDs00005311,"[0.1231, 0.3575, 0.3965, 2.739, 3.604, 26.25]",5.57835,breast,-0.7465057595356308
UACC812,CIDs00093860,"[0.001556, 0.001576, 0.001578, 0.00163, 0.001649, 0.00204, 0.00204, 0.003322, 0.003408, 0.003544, 0.003614]",0.00236,breast,2.6270879970298933
UACC812,CIDs00104741,"[0.005694, 0.01073, 0.02208, 0.0577, 0.06708, 1.036]",0.19988,breast,0.6992306592294508
UACC812,CIDs00123631,"[0.01258, 0.01291, 0.01316, 0.0137, 0.01378, 0.01435, 0.01443, 0.01466, 0.01477, 0.01502, 0.01503, 0.01517, 0.01528, 0.01529, 0.01535, 0.01551, 0.01553, 0.0157, 0.01577, 0.01587, 0.01589, 0.01625, 0.0163, 0.01639, 0.0167, 0.01673, 0.01686, 0.01735, 0.01764, 0.01807, 0.01809, 0.01955, 0.0196, 0.02178]",0.01591,breast,1.7983298203534184
UACC812,CIDs00148177,[5.314],5.314,breast,-0.7254215500742587
UACC812,CIDs00148191,"[0.02035, 0.03292, 0.0371, 2.046]",0.53409,breast,0.2723855534397304
UACC812,CIDs00148195,"[0.1783, 0.1906, 0.1906, 0.1938, 0.2003, 0.2111, 0.2139, 0.2706, 0.2726]",0.21353,breast,0.6705410999402779
